KEY,English,japanese(翻訳),翻訳率:93.04% (1044/1122)
actdescRenameD,"[i]Q: Can I rename a base or vessel?[/i]\nYes. Open the Control Panel (P) and change the name of your base in the lower right corner of the info screen. Hit ENTER to save the name.\n\n[i]Q: Can I rename the devices of a base or vessel?[/i]\nYes. You first need to add them to a group manually or by using the auto-group feature. Then open the detail page of a device by selecting it from the list. Change the name in the top-middle box (next to NAME). Hit ENTER to save the name! \n\n[u]Please note (current limitations): [/u] \n- Un-grouped devices cannot be renamed. \n- Using auto-group a second time after having renamed devices will reset the renamed devices to standard name!\n\n[i]Q: There is a small 'Statistics' icon on the bottom-right area of the Control Panel?[/i] \nThis provides more in-detail info about your vessel or base. For vessels, you'll get an expanded view with torque diagrams and other useful details!",[i]Q: 基地や艦船の改名はできますか？[/i]\n A:はい。 コントロールパネルを開き (P) 、メインタブの情報欄で変更します。ENTER で記録されます。\n\n[i]Q: デバイスの改名はできますか？[/i]\n A:はい。まず必要なのは手動 / 自動でそのデバイスをグループ分けすることです。そしてデバイスをリストから選択て詳細ページを開きます。中央上部の名前欄に名前を入力してください。ENTER を忘れずに！\n\n[u]ご注意 (現在の制限事項): [/u] \n- グループ化していないデバイスは、改名できません。\n- 改名後にそのデバイスを別のグループに移動すると、標準名に戻ってしまいます！\n\n[i]Q: コンパネの統計タブってのはなに?[/i]\n A:そのページは基地や艦船に関するより詳細な情報を提供します。艦船については、トルクダイヤグラムやその他の有用な情報がひと目でわかります。,
acttitleGroup,Grouping Devices,グループ・デバイス,
actdescGroup,"[i]Q: I noticed I can group devices in the Control Panel of a base or a vessel – are there more features available here?[/i]\nYes. For example: If you group all of your forward and rear facing thrusters into separate groups, you can activate and deactivate them individually.\n\n[i]Q: Are these group-setting functions available with all device groups?[/i]\nNot yet.",,
acttitleSetFaction,Change Faction / Ownership,ホームベースの設定,
actdescSetFaction,[i]Q: Where can I set my vessel or base to private or faction?[/i]\nOpen the Control Panel (P) and select your faction from the dropdown on the bottom right. \n- Public = anyone can use/work on it with tools\n- Private = only Owner can use / work on it with tools\n- Faction = only Faction members can use /work on it with tools \n\n[u]Note:[/u] Private or Public are also counted as a 'faction' (technically),,
acttitleHome,Set Homebase,ホームベースをセット,
actdescHome,"[i]Q: What is the effect of the HOME selection in the Control Panel ?[/i]\nYou can make one of your Bases or Capital Vessels your HOME. This will open up a new Respawn-option in the Respawn menu. The difference too all other options: Even if you die in a remote place (like on another planet or in space with no possibility to escape), the HOME option will teleport you back to this Capital Vessel or BA – even if it is not in the same playfield! \n\n[u]Note:[/u] Build either a Medic Bay (Level 7) or a Clone Chamber (Level 1) for setting the Respawn point more precisely\n\n[i]Q: What is the Clone Chamber all about?[/i]\nIf you tagged on of your BA or Capital Vessel as HOME without having a Clone Chamber or Medic Bay built, you will teleported back close to your HOME. With a Clone Chamber (or Medic Bay) you will spawn exactly where this devices is located at!\n\n[i]Q: Can I tag more than one BA or Capital Vessel as HOME?[/i]\nNo. Only on Capital Vessel or BA of yours can be set to HOME at any time.",,
tasktitleTSigLog,Triggers - Sensors - Signal Logic,トリガ - センサ - シグナルロジック,
taskheadTSigLog,Triggers - Sensors - Signal Logic,トリガ - センサ - シグナルロジック,
acttitleTriggers,Triggers and Sensors,トリガおよびセンサー,
actdescTriggers,"[i]Q: What are 'triggers'?[/i]\nA1: In 6.0 we added a range of sensors that can send a signal to devices, thus changing their operation parameters. For example: pull a lever and have a door closed or a light switched off.\n
A2: Current triggers / sensors: Trigger plate, Light barrier, Motion sensor, Lever..\n\n[i]Q: Are there different types of sensors?[/i]\nA: Yes! The lever has a defined On/Off status. If you move it into ON position, the signal is sent constantly to the device. Most of the other sensors are 'switches'. They only send the signal as long as a player or the vessel is in their detection range. See more details in EXAMPLES in 'How to setup'.",,
acttitleHowto,How to setup,セットアップ方法,
actdescHowto,"[i]Q: What can we do with basic triggers / sensors in the moment?[/i]\nBasically create simple logics: Activate devices, Open / close devices, Lock / unlock devices. Different devices may offer some, all or a selection of these actions (Depending on what the device can do)\n\n[i]Q: Can i create more complex circuits?[/i]\nYes, see the chapter about SIGNLA LOGIC!\n\n[b]EXAMPLES (for easy sensor-trigger builds)[/b]\n\n= Modes =\n\n1. FOLLOW\n
Lever: Move handle to ON = ON. OFF = OFF\nSwitch: Enter the trigger area = ON, Leave the trigger area = OFF\n\n2. TOGGLE\nLever: Do not use with lever (works, but you might need to pull the handle 2x to get an effect)\n
Switch: Enter and leave the trigger area = switches the status of the device (to ON if OFF, to OFF if ON)\n\n3. ON and OFF\nLever: Do not use (makes no sense)\nSwitch: sets status of the device to a dedicated ON or OFF status (not using its previous state!) Triggering the trigger again will not have an effect (ON-TIME-change)\n\n= How to SETUP =\n\n1. Place a trigger (lets use a trigger plate)\n2. Face the Trigger Plate and hit P\n3. If the Trigger Plate is highlighted in CP, you'll notice a new text below the device list: Tx Signal [field]\n4. Enter TEST to the field and hit return\n5. Place a Light\n6. Face the Light and hit P\n7. If the Light is highlighted in the CP, you'll notice a new entry ON/OFF as well as two dropdowns and a checkbox with an ' I ' below the device list\n7a: Expand the first dropdown and you'll find your TEST command. Select the TEST command to connect the Light to your Trigger Plate\n7b: Expand the second dropdown > You can use FOLLOW, TOGGLE, ON and OFF to trigger the Explosives.\n\nNow ...\n- IF you want a Player to have the light switched to ON or OFF when he touches the trigger plate, use either ON or OFF\n- IF you want the light to switch to OFF if it was ON (or vice versa), use TOGGLE\n- IF you want the light to only shine as LONG as the player is on the plate, use FOLLOW\n- IF you want the light to dim as LONG as the player is on the plate, use FOLLOW and toggle INVERT ( I checkbox)",,
acttitleTtips,Handling Tips,信号回路,
actdescTtips,"[i]Q: Can i trigger several devices from the same sensor?[/i]\nYES! Just use the SAME signal name in each of the devices. This way it is possible to - for example - switch a range of lights on or off with only one button/sensor\n\n[i]Q: Can i trigger a device from several sensors?[/i]\nYes, just use SIGNAL LOGICs!\n\n[i]Q: Can i trigger the NPC spawners (for POI design)?[/i]\nYes! Place the NPC spawner and switch it OFF in the Control Panel. Then just connect your sensor. If a player triggers the sensor, the NPCs will be spawned.\n\n[i]Q: Can i trigger the PORTAL (for Instances)?[/i]\nOf course!\n\n[i]Q: Can i adjust the range and area of sensors?[/i]\nFor some sensors like motion sensor and light barrier, this is possible. Just access the sensor (aim at it and hit P) and you'll see its range and a range slider.\n\n[i]Q: Do sensors only trigger for players and vessels?[/i]\nA1: Yes, sensors trigger for both player avatars and vessels.\nA2: Please note: Motion Sensor and Light Barrier are active as long as a player or vessel is in their field of view. They do NOT deactivate if you just stand still at your position!",,
acttitleSignal,Signal Logic,,
actdescSignal,"[b]Note: Signal Logic is an extention of the Signal/Trigger mechanic, offering new ways on how to connect sensors and triggers in certain, more elaborate ways. Hit the SIGNAL LOGIC button on top of the Control Panel to access.[/b]\n\n[i]Q: What is the purpose of SIGNAL LOGIC circuits?[/i]\nThey allow you to do things that the standard device-based signal-dropdown would not allow you to do, like connecting different sensors to a several other devices.\n\n[i]Q: How do i use it?[/i]\nPretty much the same as you would set up a sensor-trigger array..but with more paramters/options/gates, like AND, OR, XOR, Inverter, Delays (more planned).\n\n[i]Q: How do i set it up?[/i]\nSame as above: Have some sensors placed at your structure. Access them directly or via Control Panel and give them a unique signal name. Then open SIGNAL LOGIC, add a new circuit. Select your sensor signal on the left side. Add a name for the output signal on the right side. Got to the devices that you want to manage with the circuit and add the output signal to your devices signal dropdown.\n\n[i]Q: What are the different gates do?[/i]\nAND = All sensors added to the circuit need to trigger for the signal to be send. Example: If you have 2 trigger plates, the light will only be on if both plates are triggeret at the same time (on player standing on each)\nOR = If one or more of the added sensors are triggered, the signal is send to the device. Example: A light is illuminated if you stand on of the trigger plates, but also if both plates are triggered.\nXOR = sends signal only if only ONE of the two attached sensors is activated. Does not trigger if both sensors are active. Example: the light will only illuminate if exactly one plate is triggered. If both are triggered, no signal is sent and the light remains dark.\n
INVERTER = inverts the signal (f.ex. to OFF if an ON signal is sent). Example: A light is switched off if you step on a trigger plate. Also ueful when you have two triggers and you need them both to be the same in order to pass an AND gate.\nSET/RESET Latch = Use for two sensors: sensor A sets and sensor B resets if triggered.\nDELAY = creates a simple delay modificator for a single-signal. Click on the button-box to add a value (seconds)\n\n[i]Q: Can i combine the singals coming from a circuit and use it in a new circuit?[/i]\nOf course! Just use the outgoing signal name and select it for the input side. You can create complex circuits this way. Of course you should not delete the underlying circuit for your enhanced circuit or it will break the queue.",,
